ref_name,model,n_atoms,n_local_subs,n_local_vacs,n_local_all,coord_mae_global_A,coord_mae_local_subs_A,coord_mae_local_vacs_A,coord_mae_local_all_A,notes
P,DPA3,144,9,9,18,0.000431,0.000431,0.000432,0.000431,picked=converged:P
