cif_id,model,n_atoms,n_local_subs,n_local_vacs,n_local_all,coord_mae_global_A,coord_mae_local_subs_A,coord_mae_local_vacs_A,coord_mae_local_all_A,notes
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,DPA3,136,2,6,8,0.369369,0.105208,0.568556,0.452719,picked=last-unconverged:P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c_unrelaxed
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,DPA3,137,3,7,10,0.395423,0.240428,0.134915,0.166569,picked=last-unconverged:P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a_unrelaxed
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,DPA3,137,3,7,10,0.263687,0.205964,0.306189,0.276122,picked=converged:P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04_unrelaxed
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,DPA3,137,3,7,10,0.354780,0.364520,0.221202,0.264197,picked=converged:P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526_unrelaxed
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,DPA3,138,4,6,10,0.131575,0.097876,0.088268,0.092111,picked=converged:P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2_unrelaxed
P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce,DPA3,138,4,6,10,0.364441,0.299664,0.504447,0.422533,picked=converged:P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce_unrelaxed
P_P134N5_2fb2dac9-625b-4a58-8d71-1ab73a779346,DPA3,139,4,5,9,0.183046,0.380840,0.093282,0.221086,picked=last-unconverged:P_P134N5_2fb2dac9-625b-4a58-8d71-1ab73a779346_unrelaxed
P_P134N6_830832b7-0dd2-4f20-b337-b06a84de9d62,DPA3,140,4,4,8,0.299225,0.188935,0.235676,0.212306,picked=converged:P_P134N6_830832b7-0dd2-4f20-b337-b06a84de9d62_unrelaxed
P_P134N7_618fa7fd-b549-4eda-a5a2-2091f6fae7ba,DPA3,141,4,3,7,0.149374,0.163907,0.044432,0.112704,picked=converged:P_P134N7_618fa7fd-b549-4eda-a5a2-2091f6fae7ba_unrelaxed
P_P134N7_e6d8503d-2d3e-4f27-a8a3-d4c9252f50ee,DPA3,141,4,3,7,0.166521,0.095809,0.215891,0.147273,picked=converged:P_P134N7_e6d8503d-2d3e-4f27-a8a3-d4c9252f50ee_unrelaxed
P_P134N8_1940fe06-4315-4639-b6ea-12f7b20b6692,DPA3,142,4,2,6,0.200845,0.111796,0.283566,0.169052,picked=last-unconverged:P_P134N8_1940fe06-4315-4639-b6ea-12f7b20b6692_unrelaxed
P_P134N8_77084258-796b-405c-8b5a-17d19cee3337,DPA3,142,4,2,6,0.210080,0.147107,0.239753,0.177989,picked=converged:P_P134N8_77084258-796b-405c-8b5a-17d19cee3337_unrelaxed
P_P134N9_c82f4875-98fb-49f1-ab04-283575a00f39,DPA3,143,4,1,5,0.164581,0.162284,0.127632,0.155354,picked=converged:P_P134N9_c82f4875-98fb-49f1-ab04-283575a00f39_unrelaxed
P_P137N1_8d9efecc-9986-4799-a3a6-17f1cb926346,DPA3,138,1,5,6,0.312847,0.178414,0.728880,0.637136,picked=converged:P_P137N1_8d9efecc-9986-4799-a3a6-17f1cb926346_unrelaxed
P_P137N2_0d50c75d-1679-4bca-b91a-30bc458a92b4,DPA3,139,2,5,7,0.409785,0.191085,1.000181,0.769011,picked=last-unconverged:P_P137N2_0d50c75d-1679-4bca-b91a-30bc458a92b4_unrelaxed
P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,DPA3,139,2,5,7,0.140296,0.132575,0.205924,0.184967,picked=last-unconverged:P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792_unrelaxed
P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,DPA3,139,2,5,7,0.109031,0.072914,0.127282,0.111748,picked=converged:P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541_unrelaxed
P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c,DPA3,140,3,3,6,0.360988,0.308199,0.910675,0.609437,picked=last-unconverged:P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c_unrelaxed
P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df,DPA3,141,4,3,7,0.231973,0.106282,0.827111,0.415208,picked=converged:P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df_unrelaxed
P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c,DPA3,141,4,3,7,0.226765,0.237422,0.516889,0.357193,picked=converged:P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c_unrelaxed
P_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67,DPA3,141,4,3,7,0.302958,0.176979,0.173502,0.175489,picked=converged:P_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67_unrelaxed
P_P137N4_eb6b3e67-dea4-41f9-b13e-79dfa9f5300a,DPA3,141,4,3,7,0.201572,0.105934,0.171331,0.133961,picked=converged:P_P137N4_eb6b3e67-dea4-41f9-b13e-79dfa9f5300a_unrelaxed
P_P137N5_0358e850-b83f-49ba-84d0-83a60cfc53c0,DPA3,142,4,2,6,0.115201,0.234191,0.100285,0.189556,picked=converged:P_P137N5_0358e850-b83f-49ba-84d0-83a60cfc53c0_unrelaxed
P_P137N6_539a3b77-1177-49f8-920e-888a9e3efee1,DPA3,143,4,1,5,0.093364,0.059990,0.152008,0.078393,picked=converged:P_P137N6_539a3b77-1177-49f8-920e-888a9e3efee1_unrelaxed
P_P141N1_801ae4a4-5b4a-4480-bf01-dbe9c0f9df3b,DPA3,142,1,2,3,0.084279,0.147097,0.058685,0.088156,picked=converged:P_P141N1_801ae4a4-5b4a-4480-bf01-dbe9c0f9df3b_unrelaxed
P_P141N1_aad91e07-a830-46a9-b029-f4631bbc21aa,DPA3,142,1,2,3,0.032873,0.006539,0.025917,0.019458,picked=converged:P_P141N1_aad91e07-a830-46a9-b029-f4631bbc21aa_unrelaxed
P_P141N1_e061f29c-4ea8-4686-b353-b7a55664072b,DPA3,142,1,2,3,0.060983,0.043100,0.047905,0.046303,picked=converged:P_P141N1_e061f29c-4ea8-4686-b353-b7a55664072b_unrelaxed
P_P141N2_1129b1b9-35c9-487c-8451-3ba62e8a4a28,DPA3,143,2,1,3,0.194251,0.195660,0.146738,0.179353,picked=converged:P_P141N2_1129b1b9-35c9-487c-8451-3ba62e8a4a28_unrelaxed
P_P141N2_55cbbf86-9018-4610-8abd-8dc6ba7cfb25,DPA3,143,2,1,3,0.050596,0.038695,0.069497,0.048962,picked=converged:P_P141N2_55cbbf86-9018-4610-8abd-8dc6ba7cfb25_unrelaxed
P_P141N2_bbde927d-2e5a-42ea-894b-640c5eb8fe1d,DPA3,143,2,1,3,0.063781,0.073319,0.070672,0.072437,picked=converged:P_P141N2_bbde927d-2e5a-42ea-894b-640c5eb8fe1d_unrelaxed
P_P141N3_0cb3f035-4edc-490f-8308-24a5eea2a82f,DPA3,144,3,0,3,0.054293,0.063548,,0.063548,picked=converged:P_P141N3_0cb3f035-4edc-490f-8308-24a5eea2a82f_unrelaxed
P_P141N3_36cf2937-a12b-44cc-8666-c2b40897a308,DPA3,144,3,0,3,0.049555,0.048033,,0.048033,picked=converged:P_P141N3_36cf2937-a12b-44cc-8666-c2b40897a308_unrelaxed
P_P141N3_9d5b58ce-71cd-4d2d-94e6-30695815819b,DPA3,144,3,0,3,0.141254,0.124755,,0.124755,picked=converged:P_P141N3_9d5b58ce-71cd-4d2d-94e6-30695815819b_unrelaxed
P_P141_00cb58bb-9519-47f8-ae57-cfbf5af07806,DPA3,141,0,3,3,0.049531,,0.032041,0.032041,picked=converged:P_P141_00cb58bb-9519-47f8-ae57-cfbf5af07806_unrelaxed
