model,cif_id,system,formula,is_pristine,natoms_model,natoms_dft,E_init_model_eV,E_final_model_eV,E_init_model_per_atom_eV,E_final_model_per_atom_eV,dE_model_eV,dE_model_per_atom_eV,E_init_dft_eV,E_final_dft_eV,E_init_dft_per_atom_eV,E_final_dft_per_atom_eV,dE_dft_eV,dE_dft_per_atom_eV,dE_dft_scaled_to_model_eV,dE_model_scaled_to_dft_eV,ratio_dft_to_model,dft_source,notes,pristine_ratio_dft_to_model
DPA3,P_P137N2_0d50c75d-1679-4bca-b91a-30bc458a92b4,P,P137N2,False,139,139,-733.823459083844,-742.877754429985,-5.279305461034849,-5.344444276474712,-9.054295346140975,-0.06513881543986313,-733.94854365,-742.74681807,-5.28020535,-5.343502288273381,-8.798274419999984,-0.06329693827338118,-8.798274419999984,-9.054295346140975,1.0,vasprun:ionic,model=DPA3;dft-match:P_P137N2_0d50c75d-1679-4bca-b91a-30bc458a92b4_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N2_0d50c75d-1679-4bca-b91a-30bc458a92b4_unrelaxed,
DPA3,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,P,P137N2,False,139,139,-733.643375928212,-743.880487988402,-5.278009898764115,-5.351658186966921,-10.237112060190043,-0.07364828820280607,-733.53667102,-743.80180714,-5.277242237553956,-5.351092137697842,-10.26513612000008,-0.07384990014388547,-10.265136120000081,-10.237112060190043,1.0,vasprun:ionic,model=DPA3;dft-match:P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792_unrelaxed,
DPA3,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,P,P137N2,False,139,139,-733.799203092862,-742.572093958665,-5.279130957502604,-5.342245280278166,-8.772890865803106,-0.0631143227755619,-733.61593297,-741.85006429,-5.277812467410072,-5.337050822230216,-8.23413131999996,-0.0592383548201436,-8.23413131999996,-8.772890865803104,1.0,vasprun:ionic,model=DPA3;dft-match:P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541_unrelaxed,
DPA3,P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c,P,P137N3,False,140,140,-741.270114145925,-751.620769567539,-5.29478652961375,-5.368719782625279,-10.350655421613965,-0.07393325301152832,-741.24123597,-751.81077359,-5.294580256928572,-5.370076954214286,-10.569537620000006,-0.07549669728571433,-10.569537620000006,-10.350655421613965,1.0,vasprun:ionic,model=DPA3;dft-match:P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c_unrelaxed,
DPA3,P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df,P,P137N4,False,141,141,-749.171270479253,-760.669165943554,-5.3132714218386745,-5.394816779741518,-11.497895464300996,-0.08154535790284394,-748.88547852,-760.44040929,-5.311244528510638,-5.3931943921276595,-11.554930770000055,-0.08194986361702167,-11.554930770000055,-11.497895464300996,1.0,vasprun:ionic,model=DPA3;dft-match:P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df_unrelaxed,
DPA3,P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c,P,P137N4,False,141,141,-749.09375511556,-760.512124975017,-5.312721667486241,-5.393703014007213,-11.418369859456902,-0.08098134652097094,-748.68521255,-760.18464751,-5.309824202482269,-5.391380478794326,-11.49943496000003,-0.08155627631205696,-11.499434960000032,-11.418369859456902,1.0,vasprun:ionic,model=DPA3;dft-match:P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c_unrelaxed,
DPA3,P_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67,P,P137N4,False,141,141,-749.20109640508,-761.225982312849,-5.313482953227518,-5.3987658320060214,-12.02488590776909,-0.08528287877850418,-748.93162747,-760.27846914,-5.311571826028368,-5.392045880425532,-11.346841670000003,-0.08047405439716314,-11.346841670000003,-12.02488590776909,1.0,vasprun:ionic,model=DPA3;dft-match:P_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67_unrelaxed,
DPA3,P_P137N4_eb6b3e67-dea4-41f9-b13e-79dfa9f5300a,P,P137N4,False,141,141,-749.293608655026,-760.638914082935,-5.314139068475361,-5.394602227538546,-11.345305427909011,-0.08046315906318448,-749.25760619,-760.07300376,-5.313883731843972,-5.390588679148936,-10.81539756999996,-0.07670494730496424,-10.81539756999996,-11.345305427909011,1.0,vasprun:ionic,model=DPA3;dft-match:P_P137N4_eb6b3e67-dea4-41f9-b13e-79dfa9f5300a_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N4_eb6b3e67-dea4-41f9-b13e-79dfa9f5300a_unrelaxed,
DPA3,P_P137N5_0358e850-b83f-49ba-84d0-83a60cfc53c0,P,P137N5,False,142,142,-756.964204804829,-769.423392252854,-5.330733836653725,-5.418474593329957,-12.459187448024977,-0.08774075667623224,-756.61171325,-769.56217796,-5.328251501760564,-5.419451957464789,-12.950464710000006,-0.09120045570422539,-12.950464710000006,-12.459187448024979,1.0,vasprun:ionic,model=DPA3;dft-match:P_P137N5_0358e850-b83f-49ba-84d0-83a60cfc53c0_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N5_0358e850-b83f-49ba-84d0-83a60cfc53c0_unrelaxed,
DPA3,P_P137N6_539a3b77-1177-49f8-920e-888a9e3efee1,P,P137N6,False,143,143,-764.570808811955,-778.740416227751,-5.346649012671014,-5.445737176417839,-14.169607415796008,-0.09908816374682523,-764.23749261,-778.75193484,-5.34431813013986,-5.445817726153846,-14.514442229999986,-0.10149959601398592,-14.514442229999986,-14.169607415796008,1.0,vasprun:ionic,model=DPA3;dft-match:P_P137N6_539a3b77-1177-49f8-920e-888a9e3efee1_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N6_539a3b77-1177-49f8-920e-888a9e3efee1_unrelaxed,
DPA3,P_P141N1_801ae4a4-5b4a-4480-bf01-dbe9c0f9df3b,P,P141N1,False,142,142,-756.79780980942,-760.582339227173,-5.329562040911408,-5.356213656529387,-3.7845294177529922,-0.026651615617978817,-756.71879988,-760.42628661,-5.329005632957746,-5.35511469443662,-3.707486730000028,-0.026109061478873437,-3.707486730000028,-3.7845294177529922,1.0,vasprun:ionic,model=DPA3;dft-match:P_P141N1_801ae4a4-5b4a-4480-bf01-dbe9c0f9df3b_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N1_801ae4a4-5b4a-4480-bf01-dbe9c0f9df3b_unrelaxed,
DPA3,P_P141N1_aad91e07-a830-46a9-b029-f4631bbc21aa,P,P141N1,False,142,142,-756.82416352627,-760.681765928838,-5.329747630466691,-5.356913844569282,-3.857602402567977,-0.027166214102591388,-756.60269833,-760.53672486,-5.3281880164084505,-5.35589242859155,-3.9340265300000965,-0.02770441218309927,-3.9340265300000965,-3.857602402567977,1.0,vasprun:ionic,model=DPA3;dft-match:P_P141N1_aad91e07-a830-46a9-b029-f4631bbc21aa_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N1_aad91e07-a830-46a9-b029-f4631bbc21aa_unrelaxed,
DPA3,P_P141N1_e061f29c-4ea8-4686-b353-b7a55664072b,P,P141N1,False,142,142,-757.02249476311,-760.995068192456,-5.331144329317676,-5.359120198538422,-3.972573429345971,-0.027975869220746272,-757.21786571,-761.35969827,-5.332520181056338,-5.361688015985915,-4.141832560000012,-0.029167834929577547,-4.141832560000012,-3.9725734293459705,1.0,vasprun:ionic,model=DPA3;dft-match:P_P141N1_e061f29c-4ea8-4686-b353-b7a55664072b_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N1_e061f29c-4ea8-4686-b353-b7a55664072b_unrelaxed,
DPA3,P_P141N2_1129b1b9-35c9-487c-8451-3ba62e8a4a28,P,P141N2,False,143,143,-764.565355536555,-769.68311403415,-5.346610877878007,-5.382399398840209,-5.117758497594991,-0.03578852096220274,-764.3746584,-769.6769249,-5.345277331468532,-5.382356118181819,-5.302266499999973,-0.03707878671328653,-5.302266499999973,-5.117758497594991,1.0,vasprun:ionic,model=DPA3;dft-match:P_P141N2_1129b1b9-35c9-487c-8451-3ba62e8a4a28_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N2_1129b1b9-35c9-487c-8451-3ba62e8a4a28_unrelaxed,
DPA3,P_P141N2_55cbbf86-9018-4610-8abd-8dc6ba7cfb25,P,P141N2,False,143,143,-764.42948829851,-769.451956567381,-5.345660757332238,-5.380782913058608,-5.022468268870966,-0.035122155726370397,-764.15851649,-769.51321208,-5.34376584958042,-5.381211273286714,-5.354695590000006,-0.037445423706293744,-5.354695590000006,-5.022468268870966,1.0,vasprun:ionic,model=DPA3;dft-match:P_P141N2_55cbbf86-9018-4610-8abd-8dc6ba7cfb25_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N2_55cbbf86-9018-4610-8abd-8dc6ba7cfb25_unrelaxed,
DPA3,P_P141N2_bbde927d-2e5a-42ea-894b-640c5eb8fe1d,P,P141N2,False,143,143,-764.382728812311,-769.664296236847,-5.345333767918259,-5.382267805852077,-5.281567424535979,-0.03693403793381803,-764.24738212,-769.60276026,-5.344387287552448,-5.381837484335664,-5.355378139999971,-0.03745019678321658,-5.355378139999971,-5.281567424535979,1.0,vasprun:ionic,model=DPA3;dft-match:P_P141N2_bbde927d-2e5a-42ea-894b-640c5eb8fe1d_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N2_bbde927d-2e5a-42ea-894b-640c5eb8fe1d_unrelaxed,
DPA3,P_P141N3_0cb3f035-4edc-490f-8308-24a5eea2a82f,P,P141N3,False,144,144,-772.322475457644,-778.640608022069,-5.363350524011417,-5.407226444597701,-6.318132564425014,-0.04387592058628482,-772.0110956,-778.78436344,-5.3611881638888885,-5.408224746111111,-6.773267840000017,-0.04703658222222234,-6.773267840000017,-6.318132564425014,1.0,vasprun:ionic,model=DPA3;dft-match:P_P141N3_0cb3f035-4edc-490f-8308-24a5eea2a82f_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N3_0cb3f035-4edc-490f-8308-24a5eea2a82f_unrelaxed,
DPA3,P_P141N3_36cf2937-a12b-44cc-8666-c2b40897a308,P,P141N3,False,144,144,-772.311440730547,-778.666507447218,-5.363273893962132,-5.407406301716792,-6.35506671667099,-0.04413240775465965,-772.0202484,-778.83072427,-5.361251725,-5.408546696319444,-6.810475870000005,-0.047294971319444476,-6.810475870000005,-6.35506671667099,1.0,vasprun:ionic,model=DPA3;dft-match:P_P141N3_36cf2937-a12b-44cc-8666-c2b40897a308_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N3_36cf2937-a12b-44cc-8666-c2b40897a308_unrelaxed,
DPA3,P_P141N3_9d5b58ce-71cd-4d2d-94e6-30695815819b,P,P141N3,False,144,144,-772.229142570948,-778.672681907272,-5.362702378964917,-5.407449179911612,-6.4435393363239655,-0.044746800946694205,-772.03239864,-778.83068379,-5.361336101666667,-5.408546415208333,-6.79828514999997,-0.04721031354166646,-6.79828514999997,-6.4435393363239655,1.0,vasprun:ionic,model=DPA3;dft-match:P_P141N3_9d5b58ce-71cd-4d2d-94e6-30695815819b_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N3_9d5b58ce-71cd-4d2d-94e6-30695815819b_unrelaxed,
DPA3,P_P141_00cb58bb-9519-47f8-ae57-cfbf5af07806,P,P141,False,141,141,-749.320339503619,-752.031283798548,-5.314328648961837,-5.333555204245021,-2.710944294928936,-0.019226555283183944,-749.52224547,-752.24281399,-5.315760606170213,-5.335055418368794,-2.7205685199999152,-0.01929481219858096,-2.7205685199999152,-2.710944294928936,1.0,vasprun:ionic,model=DPA3;dft-match:P_P141_00cb58bb-9519-47f8-ae57-cfbf5af07806_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141_00cb58bb-9519-47f8-ae57-cfbf5af07806_unrelaxed,
DPA3,ref,BP_spin_500,P,True,4,144,-21.4446615598651,-21.4446741960498,-5.361165389966275,-5.36116854901245,-1.263618469948824e-05,-3.15904617487206e-06,-772.07942177,-772.08036334,-5.361662651180556,-5.361669189861111,-0.000941570000009051,-6.53868055561841e-06,-2.615472222247364e-05,-0.00045490264918157663,,vasprun:ionic,"model=DPA3;is_pristine;pristine-supercell-mismatch:model=4,dft=144,ratio=0.0277778;pristine-totals-scaled: dft→model and model→dft",0.027777777777777776
DPA3-OMAT,P_P126N9_4857f4db-c231-4413-ae85-3ebc41741bcc,P,P126N9,False,135,135,-705.614092744315,-733.67751603889,-5.226771057365297,-5.43464826695474,-28.063423294574932,-0.20787720958944395,-705.23322315,-733.02720645,-5.223949801111111,-5.429831158888889,-27.793983300000036,-0.20588135777777805,-27.793983300000036,-28.063423294574932,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P126N9_4857f4db-c231-4413-ae85-3ebc41741bcc_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P126N9_4857f4db-c231-4413-ae85-3ebc41741bcc_unrelaxed,
DPA3-OMAT,P_P126N9_72625443-b1e7-46d4-ae25-d5d00e84ff62,P,P126N9,False,135,135,-701.579677331621,-736.641472646395,-5.1968864987527486,-5.456603501084407,-35.06179531477392,-0.2597170023316586,-701.83599038,-736.36911471,-5.198785113925926,-5.454586034888889,-34.533124329999964,-0.2558009209629627,-34.533124329999964,-35.06179531477392,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P126N9_72625443-b1e7-46d4-ae25-d5d00e84ff62_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P126N9_72625443-b1e7-46d4-ae25-d5d00e84ff62_unrelaxed,
DPA3-OMAT,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,P,P126N9,False,135,135,-702.517726197267,-732.683445963437,-5.203835008868645,-5.427284784914348,-30.1657197661699,-0.22344977604570296,-702.6103618,-731.56949287,-5.204521198518519,-5.419033280518518,-28.959131070000012,-0.2145120820000001,-28.959131070000016,-30.1657197661699,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4_unrelaxed,
DPA3-OMAT,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,P,P126N9,False,135,135,-705.087956696177,-735.577370423252,-5.222873753305015,-5.448721262394459,-30.489413727074975,-0.22584750908944426,-705.20619324,-734.99282929,-5.223749579555555,-5.444391328074074,-29.786636050000084,-0.22064174851851914,-29.786636050000084,-30.489413727074975,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf_unrelaxed,
DPA3-OMAT,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,P,P126N9,False,135,135,-702.309302146906,-733.371891226048,-5.202291127014119,-5.432384379452207,-31.062589079141958,-0.23009325243808856,-702.39953406,-733.53484445,-5.202959511555555,-5.43359144037037,-31.135310390000086,-0.23063192881481545,-31.135310390000086,-31.062589079141954,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170_unrelaxed,
DPA3-OMAT,P_P126N9_f83295f4-ef27-40c7-a9f8-1ba8f32138c5,P,P126N9,False,135,135,-702.244757308985,-735.344208832259,-5.201813017103592,-5.446994139498215,-33.09945152327407,-0.24518112239462272,-703.19897699,-735.57761524,-5.208881311037037,-5.448723075851852,-32.378638249999995,-0.23984176481481478,-32.378638249999995,-33.09945152327407,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P126N9_f83295f4-ef27-40c7-a9f8-1ba8f32138c5_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P126N9_f83295f4-ef27-40c7-a9f8-1ba8f32138c5_unrelaxed,
DPA3-OMAT,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb,P,P130N5,False,135,135,-703.902467229273,-725.928568006363,-5.214092349846467,-5.377248651898985,-22.026100777089937,-0.16315630205251805,-703.89944328,-726.66980601,-5.214069950222222,-5.382739303777778,-22.770362729999988,-0.16866935355555546,-22.770362729999988,-22.026100777089937,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb_unrelaxed,
DPA3-OMAT,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P,P130N5,False,135,135,-703.793664534446,-725.907907982226,-5.213286403958859,-5.377095614683156,-22.11424344778004,-0.1638092107242966,-703.8351215,-724.53594898,-5.213593492592593,-5.366932955407407,-20.70082747999993,-0.1533394628148143,-20.700827479999933,-22.11424344778004,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39_unrelaxed,
DPA3-OMAT,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d,P,P130N5,False,135,135,-702.133763019796,-724.675878916736,-5.200990837183674,-5.367969473457304,-22.542115896940004,-0.16697863627362966,-702.50511886,-725.05335368,-5.203741621185186,-5.370765582814815,-22.548234819999948,-0.16702396162962924,-22.548234819999948,-22.542115896940004,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N5_73b92a80-edba-4628-aa33-53087cf4717d_unrelaxed,
DPA3-OMAT,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d,P,P130N5,False,135,135,-702.587383718099,-724.863984939512,-5.2043509905044365,-5.3693628514037925,-22.27660122141299,-0.16501186089935546,-702.9459173,-724.60245667,-5.207006794814815,-5.367425604962963,-21.65653937000002,-0.1604188101481483,-21.65653937000002,-22.27660122141299,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d_unrelaxed,
DPA3-OMAT,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,P,P130N6,False,136,136,-711.438653547558,-735.206741471085,-5.231166570202633,-5.405931922581508,-23.76808792352699,-0.17476535237887494,-711.97562402,-736.36033888,-5.2351148825000005,-5.414414256470588,-24.384714859999917,-0.17929937397058762,-24.384714859999917,-23.76808792352699,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef_unrelaxed,
DPA3-OMAT,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,P,P130N6,False,136,136,-712.048289783541,-734.412208024654,-5.23564918958486,-5.400089764887162,-22.36391824111297,-0.16444057530230125,-712.1179139,-734.67550145,-5.236161131617647,-5.402025745955882,-22.557587549999994,-0.16586461433823524,-22.557587549999994,-22.36391824111297,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2_unrelaxed,
DPA3-OMAT,P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe,P,P130N7,False,137,137,-719.025222070198,-742.658354302551,-5.248359285183927,-5.42086390001862,-23.633132232352978,-0.17250461483469326,-719.45479208,-741.8432598,-5.25149483270073,-5.414914305109489,-22.388467720000108,-0.16341947240875992,-22.38846772000011,-23.633132232352978,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N7_2dd91df6-6100-4305-adb3-79179704cffe_unrelaxed,
DPA3-OMAT,P_P130N7_e236b37e-ec6c-4beb-a178-c706965a3988,P,P130N7,False,137,137,-718.097311768364,-741.432547188978,-5.241586217287328,-5.411916402839255,-23.335235420614026,-0.1703301855519272,-718.32593285,-740.29589264,-5.243254984306569,-5.40361965430657,-21.969959790000075,-0.16036467000000054,-21.969959790000075,-23.335235420614026,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P130N7_e236b37e-ec6c-4beb-a178-c706965a3988_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N7_e236b37e-ec6c-4beb-a178-c706965a3988_unrelaxed,
DPA3-OMAT,P_P130N8_4da67312-af60-4b2d-adf5-10c7bd23799c,P,P130N8,False,138,138,-724.676721016932,-748.49725030275,-5.251280587079218,-5.42389311813587,-23.820529285817997,-0.17261253105665214,-724.73073633,-748.88124815,-5.251672002391304,-5.426675711231884,-24.15051182000002,-0.17500370884057986,-24.15051182000002,-23.820529285817994,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P130N8_4da67312-af60-4b2d-adf5-10c7bd23799c_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N8_4da67312-af60-4b2d-adf5-10c7bd23799c_unrelaxed,
DPA3-OMAT,P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2,P,P130N9,False,139,139,-733.044978307988,-757.499099923725,-5.273704879913582,-5.449633812400899,-24.454121615736994,-0.1759289324873165,-733.14011166,-757.22999841,-5.274389292517986,-5.44769783028777,-24.089886750000005,-0.17330853776978422,-24.089886750000005,-24.454121615736994,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2_unrelaxed,
DPA3-OMAT,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,P,P134N2,False,136,136,-710.808350508784,-724.458842945968,-5.226531989035176,-5.326903256955647,-13.65049243718397,-0.10037126792047037,-711.00341092,-724.62419005,-5.227966256764706,-5.328119044485295,-13.620779130000074,-0.10015278772058878,-13.620779130000074,-13.65049243718397,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c_unrelaxed,
DPA3-OMAT,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,P,P134N3,False,137,137,-719.676483270836,-734.676330306691,-5.253113016575445,-5.3626009511437305,-14.999847035855055,-0.10948793456828507,-719.60078242,-735.94511828,-5.252560455620438,-5.371862177226277,-16.34433586,-0.11930172160583942,-16.34433586,-14.999847035855055,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a_unrelaxed,
DPA3-OMAT,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,P,P134N3,False,137,137,-718.490281232756,-732.89164294408,-5.244454607538366,-5.349574036088175,-14.401361711323943,-0.10511942854980981,-718.79951257,-732.81584272,-5.246711770583942,-5.349020749781022,-14.01633014999993,-0.10230897919707979,-14.01633014999993,-14.401361711323943,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04_unrelaxed,
DPA3-OMAT,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,P,P134N3,False,137,137,-718.193626708475,-732.911395085168,-5.242289246047263,-5.3497182123004965,-14.717768376693016,-0.1074289662532337,-718.44916649,-732.86983133,-5.244154499927007,-5.349414827226277,-14.420664839999972,-0.10526032729926987,-14.420664839999972,-14.717768376693016,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526_unrelaxed,
DPA3-OMAT,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,P,P134N4,False,138,138,-726.076630250115,-741.566150729109,-5.261424856884892,-5.3736677589065875,-15.489520478993995,-0.11224290202169562,-726.52764462,-741.27972253,-5.264693076956522,-5.371592192246377,-14.752077909999912,-0.10689911528985444,-14.752077909999912,-15.489520478993995,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2_unrelaxed,
DPA3-OMAT,P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce,P,P134N4,False,138,138,-727.257441908617,-741.414329249908,-5.26998146310592,-5.372567603260203,-14.15688734129094,-0.10258614015428218,-727.50677481,-741.1444366,-5.27178822326087,-5.37061185942029,-13.637661789999925,-0.09882363615941975,-13.637661789999925,-14.15688734129094,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce_unrelaxed,
DPA3-OMAT,P_P134N5_2fb2dac9-625b-4a58-8d71-1ab73a779346,P,P134N5,False,139,139,-733.697763960746,-749.705435663399,-5.278401179573712,-5.393564285348194,-16.007671702653056,-0.11516310577448241,-733.48285338,-750.60629783,-5.27685506028777,-5.400045308129497,-17.123444449999965,-0.12319024784172637,-17.123444449999965,-16.007671702653056,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P134N5_2fb2dac9-625b-4a58-8d71-1ab73a779346_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N5_2fb2dac9-625b-4a58-8d71-1ab73a779346_unrelaxed,
DPA3-OMAT,P_P134N6_830832b7-0dd2-4f20-b337-b06a84de9d62,P,P134N6,False,140,140,-741.521073147033,-758.27555252922,-5.296579093907378,-5.416253946637286,-16.754479382187014,-0.11967485272990724,-741.57528259,-758.24109984,-5.296966304214286,-5.416007855999999,-16.665817249999918,-0.1190415517857137,-16.665817249999918,-16.754479382187014,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P134N6_830832b7-0dd2-4f20-b337-b06a84de9d62_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N6_830832b7-0dd2-4f20-b337-b06a84de9d62_unrelaxed,
