model,cif_id,system,formula,is_pristine,natoms_model,natoms_dft,E_init_model_eV,E_final_model_eV,E_init_model_per_atom_eV,E_final_model_per_atom_eV,dE_model_eV,dE_model_per_atom_eV,E_init_dft_eV,E_final_dft_eV,E_init_dft_per_atom_eV,E_final_dft_per_atom_eV,dE_dft_eV,dE_dft_per_atom_eV,dE_dft_scaled_to_model_eV,dE_model_scaled_to_dft_eV,ratio_dft_to_model,dft_source,notes,pristine_ratio_dft_to_model
DPA3-OMAT,P_P134N7_618fa7fd-b549-4eda-a5a2-2091f6fae7ba,P,P134N7,False,141,141,-749.003487742256,-767.323892320257,-5.312081473349333,-5.442013420711042,-18.32040457800099,-0.12993194736170915,-748.76012974,-768.11628177,-5.310355530070922,-5.447633204042553,-19.356152029999976,-0.13727767397163104,-19.356152029999976,-18.32040457800099,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P134N7_618fa7fd-b549-4eda-a5a2-2091f6fae7ba_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N7_618fa7fd-b549-4eda-a5a2-2091f6fae7ba_unrelaxed,
DPA3-OMAT,P_P134N7_e6d8503d-2d3e-4f27-a8a3-d4c9252f50ee,P,P134N7,False,141,141,-748.889690550726,-767.023338234734,-5.311274401068978,-5.439881831452014,-18.133647684007997,-0.12860743038303543,-748.79700722,-767.30946277,-5.310617072482269,-5.441911083475177,-18.512455550000027,-0.131294010992908,-18.512455550000027,-18.133647684007997,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P134N7_e6d8503d-2d3e-4f27-a8a3-d4c9252f50ee_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N7_e6d8503d-2d3e-4f27-a8a3-d4c9252f50ee_unrelaxed,
DPA3-OMAT,P_P134N8_1940fe06-4315-4639-b6ea-12f7b20b6692,P,P134N8,False,142,142,-755.77611071815,-774.647073274601,-5.322366976888381,-5.455261079398598,-18.87096255645099,-0.13289410251021824,-755.58368301,-774.65398141,-5.321011852183099,-5.4553097282394365,-19.07029840000007,-0.13429787605633853,-19.07029840000007,-18.87096255645099,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P134N8_1940fe06-4315-4639-b6ea-12f7b20b6692_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N8_1940fe06-4315-4639-b6ea-12f7b20b6692_unrelaxed,
DPA3-OMAT,P_P134N8_77084258-796b-405c-8b5a-17d19cee3337,P,P134N8,False,142,142,-756.905259771395,-775.434579404194,-5.330318730784471,-5.460806897212634,-18.529319632799,-0.130488166428162,-756.56360189,-775.81406828,-5.3279126893661966,-5.463479354084507,-19.250466390000042,-0.13556666471831016,-19.250466390000042,-18.529319632799,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P134N8_77084258-796b-405c-8b5a-17d19cee3337_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N8_77084258-796b-405c-8b5a-17d19cee3337_unrelaxed,
DPA3-OMAT,P_P134N9_c82f4875-98fb-49f1-ab04-283575a00f39,P,P134N9,False,143,143,-763.532353857096,-783.977668713342,-5.339387089909763,-5.48236131967372,-20.445314856246,-0.14297422976395804,-763.13835897,-784.03191005,-5.336631880909091,-5.482740629720279,-20.893551079999952,-0.1461087488111885,-20.893551079999956,-20.445314856246,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P134N9_c82f4875-98fb-49f1-ab04-283575a00f39_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N9_c82f4875-98fb-49f1-ab04-283575a00f39_unrelaxed,
DPA3-OMAT,P_P137N1_8d9efecc-9986-4799-a3a6-17f1cb926346,P,P137N1,False,138,138,-726.548319122416,-734.404610528273,-5.264842892191421,-5.321772540059949,-7.85629140585695,-0.056929647868528624,-727.05458933,-733.92677702,-5.268511516884058,-5.3183099784057974,-6.8721876900000325,-0.04979846152173937,-6.872187690000033,-7.85629140585695,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P137N1_8d9efecc-9986-4799-a3a6-17f1cb926346_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N1_8d9efecc-9986-4799-a3a6-17f1cb926346_unrelaxed,
DPA3-OMAT,P_P137N2_0d50c75d-1679-4bca-b91a-30bc458a92b4,P,P137N2,False,139,139,-733.693936390837,-742.476352484932,-5.278373643099547,-5.341556492697353,-8.78241609409497,-0.06318284959780554,-733.94854365,-742.74681807,-5.28020535,-5.343502288273381,-8.798274419999984,-0.06329693827338118,-8.798274419999984,-8.78241609409497,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P137N2_0d50c75d-1679-4bca-b91a-30bc458a92b4_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N2_0d50c75d-1679-4bca-b91a-30bc458a92b4_unrelaxed,
DPA3-OMAT,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,P,P137N2,False,139,139,-733.496681945433,-743.497242124786,-5.276954546370022,-5.348901022480475,-10.000560179352988,-0.07194647611045314,-733.53667102,-743.80180714,-5.277242237553956,-5.351092137697842,-10.26513612000008,-0.07384990014388547,-10.265136120000081,-10.000560179352986,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792_unrelaxed,
DPA3-OMAT,P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541,P,P137N2,False,139,139,-733.632451111486,-741.942531449755,-5.277931302960331,-5.3377160535953605,-8.310080338269017,-0.0597847506350289,-733.61593297,-741.85006429,-5.277812467410072,-5.337050822230216,-8.23413131999996,-0.0592383548201436,-8.23413131999996,-8.310080338269017,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N2_57c8cd82-a352-42c5-bdff-8d5b28abd541_unrelaxed,
DPA3-OMAT,P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c,P,P137N3,False,140,140,-741.093262133596,-751.240790510026,-5.2935233009542575,-5.366005646500186,-10.147528376430046,-0.0724823455459289,-741.24123597,-751.81077359,-5.294580256928572,-5.370076954214286,-10.569537620000006,-0.07549669728571433,-10.569537620000006,-10.147528376430046,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N3_58779a3f-bd47-4dc3-8ca1-4e7b8b93f58c_unrelaxed,
DPA3-OMAT,P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df,P,P137N4,False,141,141,-748.997061264549,-760.232419577275,-5.312035895493255,-5.391719287782092,-11.23535831272602,-0.07968339228883703,-748.88547852,-760.44040929,-5.311244528510638,-5.3931943921276595,-11.554930770000055,-0.08194986361702167,-11.554930770000055,-11.23535831272602,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df_unrelaxed,
DPA3-OMAT,P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c,P,P137N4,False,141,141,-748.909236091037,-760.094200451706,-5.311413021922248,-5.390739010295787,-11.184964360669028,-0.0793259883735392,-748.68521255,-760.18464751,-5.309824202482269,-5.391380478794326,-11.49943496000003,-0.08155627631205696,-11.499434960000032,-11.184964360669028,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N4_45d7c27d-f7cb-443f-93fd-622d98716a8c_unrelaxed,
DPA3-OMAT,P_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67,P,P137N4,False,141,141,-749.023044680093,-760.354275439714,-5.312220175036121,-5.392583513756837,-11.331230759621008,-0.08036333872071637,-748.93162747,-760.27846914,-5.311571826028368,-5.392045880425532,-11.346841670000003,-0.08047405439716314,-11.346841670000003,-11.331230759621008,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N4_605910e6-9b1a-48a5-9eea-ecc820799a67_unrelaxed,
DPA3-OMAT,P_P137N4_eb6b3e67-dea4-41f9-b13e-79dfa9f5300a,P,P137N4,False,141,141,-749.119028338079,-760.224981945788,-5.312900910199142,-5.39166653862261,-11.105953607709012,-0.07876562842346817,-749.25760619,-760.07300376,-5.313883731843972,-5.390588679148936,-10.81539756999996,-0.07670494730496424,-10.81539756999996,-11.105953607709012,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P137N4_eb6b3e67-dea4-41f9-b13e-79dfa9f5300a_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N4_eb6b3e67-dea4-41f9-b13e-79dfa9f5300a_unrelaxed,
DPA3-OMAT,P_P137N5_0358e850-b83f-49ba-84d0-83a60cfc53c0,P,P137N5,False,142,142,-756.8051065395,-769.004602771473,-5.329613426334507,-5.415525371630091,-12.199496231972944,-0.08591194529558412,-756.61171325,-769.56217796,-5.328251501760564,-5.419451957464789,-12.950464710000006,-0.09120045570422539,-12.950464710000006,-12.199496231972944,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P137N5_0358e850-b83f-49ba-84d0-83a60cfc53c0_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N5_0358e850-b83f-49ba-84d0-83a60cfc53c0_unrelaxed,
DPA3-OMAT,P_P137N6_539a3b77-1177-49f8-920e-888a9e3efee1,P,P137N6,False,143,143,-764.405910871585,-778.305727526207,-5.345495880220874,-5.44269739528816,-13.899816654621986,-0.09720151506728662,-764.23749261,-778.75193484,-5.34431813013986,-5.445817726153846,-14.514442229999986,-0.10149959601398592,-14.514442229999986,-13.899816654621986,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P137N6_539a3b77-1177-49f8-920e-888a9e3efee1_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P137N6_539a3b77-1177-49f8-920e-888a9e3efee1_unrelaxed,
DPA3-OMAT,P_P141N1_801ae4a4-5b4a-4480-bf01-dbe9c0f9df3b,P,P141N1,False,142,142,-756.566842766209,-760.228012738479,-5.327935512438091,-5.353718399566754,-3.661169972270045,-0.02578288712866229,-756.71879988,-760.42628661,-5.329005632957746,-5.35511469443662,-3.707486730000028,-0.026109061478873437,-3.707486730000028,-3.661169972270045,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P141N1_801ae4a4-5b4a-4480-bf01-dbe9c0f9df3b_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N1_801ae4a4-5b4a-4480-bf01-dbe9c0f9df3b_unrelaxed,
DPA3-OMAT,P_P141N1_aad91e07-a830-46a9-b029-f4631bbc21aa,P,P141N1,False,142,142,-756.595522677256,-760.329494124008,-5.328137483642648,-5.354433057211324,-3.73397144675198,-0.026295573568675915,-756.60269833,-760.53672486,-5.3281880164084505,-5.35589242859155,-3.9340265300000965,-0.02770441218309927,-3.9340265300000965,-3.73397144675198,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P141N1_aad91e07-a830-46a9-b029-f4631bbc21aa_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N1_aad91e07-a830-46a9-b029-f4631bbc21aa_unrelaxed,
DPA3-OMAT,P_P141N1_e061f29c-4ea8-4686-b353-b7a55664072b,P,P141N1,False,142,142,-756.806718187137,-760.652047162606,-5.329624775965754,-5.356704557483141,-3.8453289754689877,-0.027079781517387238,-757.21786571,-761.35969827,-5.332520181056338,-5.361688015985915,-4.141832560000012,-0.029167834929577547,-4.141832560000012,-3.8453289754689877,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P141N1_e061f29c-4ea8-4686-b353-b7a55664072b_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N1_e061f29c-4ea8-4686-b353-b7a55664072b_unrelaxed,
DPA3-OMAT,P_P141N2_1129b1b9-35c9-487c-8451-3ba62e8a4a28,P,P141N2,False,143,143,-764.344724384239,-769.291398345595,-5.345068002686986,-5.379660128290874,-4.946673961355941,-0.0345921256038877,-764.3746584,-769.6769249,-5.345277331468532,-5.382356118181819,-5.302266499999973,-0.03707878671328653,-5.302266499999973,-4.946673961355941,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P141N2_1129b1b9-35c9-487c-8451-3ba62e8a4a28_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N2_1129b1b9-35c9-487c-8451-3ba62e8a4a28_unrelaxed,
DPA3-OMAT,P_P141N2_55cbbf86-9018-4610-8abd-8dc6ba7cfb25,P,P141N2,False,143,143,-764.198405672898,-769.104289301773,-5.344044794915371,-5.378351673438972,-4.9058836288749035,-0.034306878523600724,-764.15851649,-769.51321208,-5.34376584958042,-5.381211273286714,-5.354695590000006,-0.037445423706293744,-5.354695590000006,-4.9058836288749035,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P141N2_55cbbf86-9018-4610-8abd-8dc6ba7cfb25_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N2_55cbbf86-9018-4610-8abd-8dc6ba7cfb25_unrelaxed,
DPA3-OMAT,P_P141N2_bbde927d-2e5a-42ea-894b-640c5eb8fe1d,P,P141N2,False,143,143,-764.161648706635,-769.317504760912,-5.343787753193252,-5.379842690635749,-5.155856054277024,-0.036054937442496666,-764.24738212,-769.60276026,-5.344387287552448,-5.381837484335664,-5.355378139999971,-0.03745019678321658,-5.355378139999971,-5.155856054277023,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P141N2_bbde927d-2e5a-42ea-894b-640c5eb8fe1d_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N2_bbde927d-2e5a-42ea-894b-640c5eb8fe1d_unrelaxed,
DPA3-OMAT,P_P141N3_0cb3f035-4edc-490f-8308-24a5eea2a82f,P,P141N3,False,144,144,-772.100903351335,-778.263948414949,-5.361811828828715,-5.404610752881591,-6.1630450636140495,-0.042798924052875345,-772.0110956,-778.78436344,-5.3611881638888885,-5.408224746111111,-6.773267840000017,-0.04703658222222234,-6.773267840000017,-6.1630450636140495,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P141N3_0cb3f035-4edc-490f-8308-24a5eea2a82f_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N3_0cb3f035-4edc-490f-8308-24a5eea2a82f_unrelaxed,
DPA3-OMAT,P_P141N3_36cf2937-a12b-44cc-8666-c2b40897a308,P,P141N3,False,144,144,-772.085799009083,-778.292416207967,-5.361706937563076,-5.404808445888659,-6.206617198884032,-0.04310150832558356,-772.0202484,-778.83072427,-5.361251725,-5.408546696319444,-6.810475870000005,-0.047294971319444476,-6.810475870000005,-6.206617198884032,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P141N3_36cf2937-a12b-44cc-8666-c2b40897a308_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N3_36cf2937-a12b-44cc-8666-c2b40897a308_unrelaxed,
DPA3-OMAT,P_P141N3_9d5b58ce-71cd-4d2d-94e6-30695815819b,P,P141N3,False,144,144,-772.004732579468,-778.30334720063,-5.361143976246306,-5.404884355559931,-6.29861462116196,-0.04374037931362472,-772.03239864,-778.83068379,-5.361336101666667,-5.408546415208333,-6.79828514999997,-0.04721031354166646,-6.79828514999997,-6.29861462116196,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P141N3_9d5b58ce-71cd-4d2d-94e6-30695815819b_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141N3_9d5b58ce-71cd-4d2d-94e6-30695815819b_unrelaxed,
DPA3-OMAT,P_P141_00cb58bb-9519-47f8-ae57-cfbf5af07806,P,P141,False,141,141,-749.126521321303,-751.712509559756,-5.312954051924135,-5.331294394040823,-2.5859882384529556,-0.018340342116687627,-749.52224547,-752.24281399,-5.315760606170213,-5.335055418368794,-2.7205685199999152,-0.01929481219858096,-2.7205685199999152,-2.5859882384529556,1.0,vasprun:ionic,model=DPA3-OMAT;dft-match:P_P141_00cb58bb-9519-47f8-ae57-cfbf5af07806_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P141_00cb58bb-9519-47f8-ae57-cfbf5af07806_unrelaxed,
DPA3-OMAT,ref,BP_spin_500,P,True,4,144,-21.4360007299787,-21.4360084487802,-5.359000182494675,-5.35900211219505,-7.718801498413086e-06,-1.9297003746032715e-06,-772.07942177,-772.08036334,-5.361662651180556,-5.361669189861111,-0.000941570000009051,-6.53868055561841e-06,-2.615472222247364e-05,-0.0002778768539428711,,vasprun:ionic,"model=DPA3-OMAT;is_pristine;pristine-supercell-mismatch:model=4,dft=144,ratio=0.0277778;pristine-totals-scaled: dft→model and model→dft",0.027777777777777776
MACE-OMAT,P_P126N9_4857f4db-c231-4413-ae85-3ebc41741bcc,P,P126N9,False,135,135,-707.264300495923,-733.381464276253,-5.238994818488318,-5.4324552909352075,-26.11716378033009,-0.19346047244688955,-705.23322315,-733.02720645,-5.223949801111111,-5.429831158888889,-27.793983300000036,-0.20588135777777805,-27.793983300000036,-26.11716378033009,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P126N9_4857f4db-c231-4413-ae85-3ebc41741bcc_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P126N9_4857f4db-c231-4413-ae85-3ebc41741bcc_unrelaxed,
MACE-OMAT,P_P126N9_72625443-b1e7-46d4-ae25-d5d00e84ff62,P,P126N9,False,135,135,-703.135068327485,-736.86751377215,-5.2084079135369254,-5.4582778797937035,-33.73244544466502,-0.2498699662567779,-701.83599038,-736.36911471,-5.198785113925926,-5.454586034888889,-34.533124329999964,-0.2558009209629627,-34.533124329999964,-33.73244544466502,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P126N9_72625443-b1e7-46d4-ae25-d5d00e84ff62_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P126N9_72625443-b1e7-46d4-ae25-d5d00e84ff62_unrelaxed,
MACE-OMAT,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,P,P126N9,False,135,135,-704.112549367377,-732.760915409006,-5.215648513832423,-5.427858632659303,-28.648366041628947,-0.2122101188268811,-702.6103618,-731.56949287,-5.204521198518519,-5.419033280518518,-28.959131070000012,-0.2145120820000001,-28.959131070000016,-28.648366041628947,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4_unrelaxed,
MACE-OMAT,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,P,P126N9,False,135,135,-706.248936822939,-734.629967159468,-5.231473606095844,-5.441703460440504,-28.38103033652908,-0.21022985434465985,-705.20619324,-734.99282929,-5.223749579555555,-5.444391328074074,-29.786636050000084,-0.22064174851851914,-29.786636050000084,-28.38103033652908,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf_unrelaxed,
MACE-OMAT,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,P,P126N9,False,135,135,-704.074417163441,-732.99757905197,-5.215366053062526,-5.429611696681259,-28.923161888528966,-0.21424564361873308,-702.39953406,-733.53484445,-5.202959511555555,-5.43359144037037,-31.135310390000086,-0.23063192881481545,-31.135310390000086,-28.923161888528966,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170_unrelaxed,
MACE-OMAT,P_P126N9_f83295f4-ef27-40c7-a9f8-1ba8f32138c5,P,P126N9,False,135,135,-704.101655207953,-734.816944775275,-5.215567816355207,-5.443088479816852,-30.71528956732209,-0.2275206634616451,-703.19897699,-735.57761524,-5.208881311037037,-5.448723075851852,-32.378638249999995,-0.23984176481481478,-32.378638249999995,-30.71528956732209,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P126N9_f83295f4-ef27-40c7-a9f8-1ba8f32138c5_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P126N9_f83295f4-ef27-40c7-a9f8-1ba8f32138c5_unrelaxed,
MACE-OMAT,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb,P,P130N5,False,135,135,-705.221816727756,-725.209782856999,-5.2238653090944895,-5.371924317459252,-19.987966129242977,-0.1480590083647628,-703.89944328,-726.66980601,-5.214069950222222,-5.382739303777778,-22.770362729999988,-0.16866935355555546,-22.770362729999988,-19.987966129242977,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb_unrelaxed,
MACE-OMAT,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P,P130N5,False,135,135,-705.116831772156,-725.819941943428,-5.2230876427567114,-5.376444014395763,-20.703110171271987,-0.15335637163905175,-703.8351215,-724.53594898,-5.213593492592593,-5.366932955407407,-20.70082747999993,-0.1533394628148143,-20.700827479999933,-20.703110171271987,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39_unrelaxed,
MACE-OMAT,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d,P,P130N5,False,135,135,-703.924687075311,-724.502710096272,-5.2142569412986,-5.366686741453867,-20.57802302096104,-0.15242980015526697,-702.50511886,-725.05335368,-5.203741621185186,-5.370765582814815,-22.548234819999948,-0.16702396162962924,-22.548234819999948,-20.57802302096104,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N5_73b92a80-edba-4628-aa33-53087cf4717d_unrelaxed,
MACE-OMAT,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d,P,P130N5,False,135,135,-704.35663346782,-725.080825861636,-5.217456544206073,-5.370969080456563,-20.724192393815997,-0.15351253625048886,-702.9459173,-724.60245667,-5.207006794814815,-5.367425604962963,-21.65653937000002,-0.1604188101481483,-21.65653937000002,-20.724192393815997,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d_unrelaxed,
MACE-OMAT,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,P,P130N6,False,136,136,-712.435831874732,-735.23914093304,-5.238498763784794,-5.406170153919412,-22.803309058307946,-0.16767139013461724,-711.97562402,-736.36033888,-5.2351148825000005,-5.414414256470588,-24.384714859999917,-0.17929937397058762,-24.384714859999917,-22.803309058307946,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef_unrelaxed,
MACE-OMAT,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,P,P130N6,False,136,136,-713.2867350138,-734.524276688016,-5.244755404513235,-5.400913799176588,-21.237541674216004,-0.15615839466335296,-712.1179139,-734.67550145,-5.236161131617647,-5.402025745955882,-22.557587549999994,-0.16586461433823524,-22.557587549999994,-21.237541674216004,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2_unrelaxed,
MACE-OMAT,P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe,P,P130N7,False,137,137,-719.973630278968,-743.032823897015,-5.255281972839183,-5.423597254722737,-23.059193618046947,-0.16831528188355435,-719.45479208,-741.8432598,-5.25149483270073,-5.414914305109489,-22.388467720000108,-0.16341947240875992,-22.38846772000011,-23.059193618046947,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N7_2dd91df6-6100-4305-adb3-79179704cffe_unrelaxed,
MACE-OMAT,P_P130N7_e236b37e-ec6c-4beb-a178-c706965a3988,P,P130N7,False,137,137,-719.601815578832,-741.294306310343,-5.252567996925781,-5.410907345330971,-21.692490731511043,-0.1583393484051901,-718.32593285,-740.29589264,-5.243254984306569,-5.40361965430657,-21.969959790000075,-0.16036467000000054,-21.969959790000075,-21.692490731511043,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P130N7_e236b37e-ec6c-4beb-a178-c706965a3988_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N7_e236b37e-ec6c-4beb-a178-c706965a3988_unrelaxed,
MACE-OMAT,P_P130N8_4da67312-af60-4b2d-adf5-10c7bd23799c,P,P130N8,False,138,138,-725.729794549499,-749.729126536399,-5.258911554706515,-5.432819757510138,-23.99933198689996,-0.1739082028036229,-724.73073633,-748.88124815,-5.251672002391304,-5.426675711231884,-24.15051182000002,-0.17500370884057986,-24.15051182000002,-23.99933198689996,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P130N8_4da67312-af60-4b2d-adf5-10c7bd23799c_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N8_4da67312-af60-4b2d-adf5-10c7bd23799c_unrelaxed,
MACE-OMAT,P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2,P,P130N9,False,139,139,-733.831489921133,-757.813766969197,-5.279363236842683,-5.451897604094943,-23.98227704806402,-0.17253436725225912,-733.14011166,-757.22999841,-5.274389292517986,-5.44769783028777,-24.089886750000005,-0.17330853776978422,-24.089886750000005,-23.982277048064017,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2_unrelaxed,
MACE-OMAT,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,P,P134N2,False,136,136,-712.273219097345,-723.699012308004,-5.2373030815981245,-5.3213162669706175,-11.42579321065898,-0.0840131853724925,-711.00341092,-724.62419005,-5.227966256764706,-5.328119044485295,-13.620779130000074,-0.10015278772058878,-13.620779130000074,-11.42579321065898,1.0,vasprun:ionic,model=MACE-OMAT;dft-match:P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c_unrelaxed/vasprun.xml;dump-match:BP_spin_500_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c_unrelaxed,
